Sequence_Name	Extraction_ID
GmA02059	Gmi-ABas_059_Ex1_b
GmC02089	Gmi-CBas_089_Ex1
GmC02091	Gmi-CBas_091_Ex1
GmC02094	Gmi-CBas_094_Ex1
GmC02078	Gmi-CBas_078_Ex1
GmC02053	Gmi-CBas_053_Ex1
GmC02090	Gmi-CBas_090_Ex1
GmC02088	Gmi-CBas_088_Ex1
GmC02093	Gmi-CBas_093_Ex1
GmC02060	Gmi-CBas_060_Ex1
GmC02040	Gmi-CBas_040_Ex1
GmC02005	Gmi-CBas_005_Ex1
GmC02003	Gmi-CBas_003_Ex1
GmC02081	Gmi-CBas_081_Ex1
GmC02076	Gmi-CBas_076_Ex1
GmC02079	Gmi-CBas_079_Ex1
GmC02062	Gmi-CBas_062_Ex1
GmC02067	Gmi-CBas_067_Ex1
GmC02055	Gmi-CBas_055_Ex1
GmC02071	Gmi-CBas_071_Ex1
GmC02010	Gmi-CBas_010_Ex1
GmC02047	Gmi-CBas_047_Ex1
GmC02037	Gmi-CBas_037_Ex1
GmC02061	Gmi-CBas_061_Ex1
GmC02070	Gmi-CBas_070_Ex1
GmC02030	Gmi-CBas_030_Ex1
GmC02085	Gmi-CBas_085_Ex1
GmC02045	Gmi-CBas_045_Ex1
GmC02046	Gmi-CBas_046_Ex1
GmC02058	Gmi-CBas_058_Ex1
GmC02004	Gmi-CBas_004_Ex1
GmC02009	Gmi-CBas_009_Ex1
GmC02032	Gmi-CBas_032_Ex1
GmC02028	Gmi-CBas_028_Ex1
GmC02084	Gmi-CBas_084_Ex1
GmC02073	Gmi-CBas_073_Ex1
GmC02042	Gmi-CBas_042_Ex1
GmC01001	Gmi-CBat_001_Ex1
GmC01025	Gmi-CBat_025_Ex1
GmC01049	Gmi-CBat_049_Ex1
GmC01050	Gmi-CBat_050_Ex1
GmC01003	Gmi-CBat_003_Ex1
GmC01015	Gmi-CBat_015_Ex1
GmC01027	Gmi-CBat_027_Ex1
GmC01039	Gmi-CBat_039_Ex1
GmC01063	Gmi-CBat_063_Ex1
GmC01004	Gmi-CBat_004_Ex1
GmC01052	Gmi-CBat_052_Ex1
GmC01064	Gmi-CBat_064_Ex1
GmC01076	Gmi-CBat_076_Ex1
GmC01088	Gmi-CBat_088_Ex1
GmC01065	Gmi-CBat_065_Ex1
GmC01030	Gmi-CBat_030_Ex1
GmC01007	Gmi-CBat_007_Ex1
GmC01019	Gmi-CBat_019_Ex1
GmC01031	Gmi-CBat_031_Ex1
GmC01043	Gmi-CBat_043_Ex1
GmC01055	Gmi-CBat_055_Ex1
GmC01067	Gmi-CBat_067_Ex1
GmC01079	Gmi-CBat_079_Ex1
GmC01091	Gmi-CBat_091_Ex1
GmC01020	Gmi-CBat_020_Ex1
GmC01044	Gmi-CBat_044_Ex1
GmC01056	Gmi-CBat_056_Ex1
GmC01010	Gmi-CBat_010_Ex1
GmC01034	Gmi-CBat_034_Ex1
GmC01046	Gmi-CBat_046_Ex1
GmC01011	Gmi-CBat_011_Ex1
GmC01023	Gmi-CBat_023_Ex1
GmC01059	Gmi-CBat_059_Ex1
GmC01083	Gmi-CBat_083_Ex1
GmC01024	Gmi-CBat_024_Ex1
GmC01048	Gmi-CBat_048_Ex1
GmC01060	Gmi-CBat_060_Ex1
GmC01084	Gmi-CBat_084_Ex1
GmA01001	Gmi-AHam_001_Ex1
GmA01013	Gmi-AHam_013_Ex1
GmA01002	Gmi-AHam_002_Ex1
GmA01014	Gmi-AHam_014_Ex1
GmA01003	Gmi-AHam_003_Ex1
GmA01015	Gmi-AHam_015_Ex1
GmA01016	Gmi-AHam_016_Ex1
GmA01028	Gmi-AHam_028_Ex1
GmA01029	Gmi-AHam_029_Ex1
GmA01018	Gmi-AHam_018_Ex1
GmA01030	Gmi-AHam_030_Ex1
GmA01042	Gmi-AHam_042_Ex1
GmA01031	Gmi-AHam_031_Ex1
GmA01032	Gmi-AHam_032_Ex1
GmA01010	Gmi-AHam_010_Ex1
GmA01011	Gmi-AHam_011_Ex1
GmA01035	Gmi-AHam_035_Ex1
GmA01037	Gmi-AHam_037_Ex1
GmA01026	Gmi-AHam_026_Ex1
GmA01074	Gmi-AHam_074_Ex1
GmA01027	Gmi-AHam_027_Ex1
GmA01039	Gmi-AHam_039_Ex1
GmA01004	Gmi-AHam_004_Ex1
GmA01017	Gmi-AHam_017_Ex1
GmA01041	Gmi-AHam_041_Ex1
GmA01065	Gmi-AHam_065_Ex1
GmA01089	Gmi-AHam_089_Ex1
GmA01078	Gmi-AHam_078_Ex1
GmA01055	Gmi-AHam_055_Ex1
GmA01079	Gmi-AHam_079_Ex1
GmA01033	Gmi-AHam_033_Ex1
GmA01083	Gmi-AHam_083_Ex1
GmA01060	Gmi-AHam_060_Ex1
GmA02002	Gmi-ABas_002_Ex1
GmA02017	Gmi-ABas_017_Ex1
GmA02022	Gmi-ABas_022_Ex1
GmA02004	Gmi-ABas_004_Ex1
GmA02005	Gmi-ABas_005_Ex1_b
GmA02006	Gmi-ABas_006_Ex1_b
GmA02030	Gmi-ABas_030_Ex1_b
GmA02049	Gmi-ABas_049_Ex1
GmA02018	Gmi-ABas_018_Ex1
GmA02007	Gmi-ABas_007_Ex1
GmA02019	Gmi-ABas_019_Ex1
GmA02055	Gmi-ABas_055_Ex1
GmA02008	Gmi-ABas_008_Ex1
GmA02020	Gmi-ABas_020_Ex1
GmA02021	Gmi-ABas_021_Ex1
GmA02033	Gmi-ABas_033_Ex1
GmA02045	Gmi-ABas_045_Ex1
GmA02058	Gmi-ABas_058_Ex1
GmA02023	Gmi-ABas_023_Ex1
GmA02047	Gmi-ABas_047_Ex1
GmA02059	Gmi-ABas_059_Ex1
GmA02001	Gmi-ABas_001_Ex1_b
GmA02044	Gmi-ABas_044_Ex1_b
GmA02028	Gmi-ABas_028_Ex1_b
GmA02034	Gmi-ABas_034_Ex1_b
GmA02035	Gmi-ABas_035_Ex1_b
GmA02054	Gmi-ABas_054_Ex1_b
GmA02060	Gmi-ABas_060_Ex1_b
GmC02026	Gmi-CBas_026_Ex1
GmC02092	Gmi-CBas_092_Ex1
GmC02080	Gmi-CBas_080_Ex1
GmC02036	Gmi-CBas_036_Ex1
GmC02031	Gmi-CBas_031_Ex1
GmC02083	Gmi-CBas_083_Ex1
GmC02066	Gmi-CBas_066_Ex1
GmC02044	Gmi-CBas_044_Ex1
GmC02082	Gmi-CBas_082_Ex1
GmC02054	Gmi-CBas_054_Ex1
GmC02050	Gmi-CBas_050_Ex1
GmC02022	Gmi-CBas_022_Ex1
GmC02077	Gmi-CBas_077_Ex1
GmC02019	Gmi-CBas_019_Ex1
GmC02095	Gmi-CBas_095_Ex1
GmC02043	Gmi-CBas_043_Ex1
GmC02001	Gmi-CBas_001_Ex1
GmC02029	Gmi-CBas_029_Ex1
GmC02002	Gmi-CBas_002_Ex1
GmC02016	Gmi-CBas_016_Ex1
GmC02017	Gmi-CBas_017_Ex1
