pos	3pG>A
1	0.0288410013013856
2	0.0402145411203814
3	0.0240735407066052
4	0.0255799373040752
5	0.0235736160794709
6	0.0275957567814841
7	0.0266594525466663
8	0.0229735197590253
9	0.0236247046911914
10	0.0240544087817683
11	0.0214579871396575
12	0.0236450839328537
13	0.0235957249524181
14	0.0239542890630723
15	0.0204091432961967
16	0.0201236452832078
17	0.0204558737580362
18	0.0211298417192125
19	0.0198318496538081
20	0.0207666628295154
21	0.0221526181515067
22	0.0219310041319283
23	0.0238813229571984
24	0.0273602476325385
25	0.0251007270874821
