"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0459622339386879,0.00395947981728838,1.44316936535025e-05,0.153472674166186,0.507738802227382,-23513.080804371
"Std.",0.000127624646976788,0.000135864359921041,1.44796423497511e-05,0.0125527463623529,0.00179722602876472,1.71591587851073
"Acceptance ratio",0.2819,0.12158,0.1595,0.1974,0.1711,0.64674
"0%",0.0454534382301144,0.00344264296471412,2.44292287178476e-09,0.108766959236427,0.501253328340899,-23525.0517565426
"2.5%",0.0457138509551405,0.00369878644907993,4.6883780446242e-07,0.129921214475819,0.504136301998521,-23517.276399832
"5%",0.0457535040301308,0.00374298910055085,8.29993265432992e-07,0.133524238380171,0.504725295610264,-23516.3848721058
"7.5%",0.0457762672092842,0.00376681700183644,1.17515668930077e-06,0.135701129174135,0.505163103357962,-23515.8300987059
"10%",0.0457976304200594,0.00379034803824405,1.62237538607613e-06,0.137597501853855,0.505507817417134,-23515.4056895334
"12.5%",0.0458147403040822,0.00380616478667381,2.0939692316289e-06,0.139236071782534,0.505718889779522,-23515.0723712128
"15%",0.0458295310027244,0.00382257398473204,2.46758491996297e-06,0.140371008155284,0.505912365451971,-23514.797397868
"17.5%",0.0458426063170956,0.00383641644899124,2.88040253357872e-06,0.14175293422371,0.506094093180849,-23514.5631515251
"20%",0.0458555081446776,0.00384797784511313,3.3862803580427e-06,0.142798957060372,0.506243205782698,-23514.3593639239
"22.5%",0.045867653544862,0.00385780743245771,3.77157940172478e-06,0.143885852544294,0.506400317521526,-23514.1669531731
"25%",0.0458772834845219,0.00386590216880598,4.23139705398563e-06,0.144799206046234,0.506528499540592,-23514.0009542611
"27.5%",0.0458861095291885,0.00387482358484417,4.76490802189152e-06,0.14580313888884,0.506654140971387,-23513.8431303847
"30%",0.0458952662725569,0.00388462488105115,5.22171950045391e-06,0.146739410645895,0.506799199713048,-23513.6964420915
"32.5%",0.0459036900063681,0.00389289668533434,5.74717795456357e-06,0.147427574802969,0.506911049302335,-23513.564655799
"35%",0.0459130997017469,0.00390287424267647,6.30057927378823e-06,0.148289770442049,0.507042833857154,-23513.4303527911
"37.5%",0.0459211485017313,0.00391234949519955,6.81961131422221e-06,0.149090229980153,0.507157400804384,-23513.307169284
"40%",0.0459297542920776,0.00392083420885471,7.24054393856392e-06,0.150023077250944,0.50726284004328,-23513.1873390082
"42.5%",0.0459382743890637,0.00392891338644539,7.84092370279801e-06,0.150779760973935,0.507373665907783,-23513.0698229338
"45%",0.0459454733892249,0.0039372872748428,8.4931126208518e-06,0.151497716295683,0.507490193983518,-23512.9640813246
"47.5%",0.0459543409015587,0.0039441149031215,9.16464567730731e-06,0.152270710913781,0.507602853918205,-23512.8618140811
"50%",0.0459628602143409,0.00395245647415352,9.99447460382722e-06,0.153020206066306,0.507706159653325,-23512.7509113754
"52.5%",0.0459708243485783,0.0039625315997903,1.06715486516598e-05,0.153893727624841,0.507836407538897,-23512.660196496
"55%",0.0459789144824537,0.00397388410988071,1.13259080476296e-05,0.154706612669653,0.507951708472663,-23512.5575685714
"57.5%",0.0459873533113591,0.00398140656995153,1.21207661640452e-05,0.155555909466638,0.508073801246969,-23512.4639571403
"60%",0.0459952290212226,0.00399064003488701,1.29617271498977e-05,0.156388618397525,0.508174549078541,-23512.368663791
"62.5%",0.0460031918651972,0.00399922385262596,1.40253199329618e-05,0.157097808462739,0.508314203849681,-23512.2755895571
"65%",0.0460108509155956,0.00400972246118972,1.49611823539792e-05,0.15800692068237,0.508452696674038,-23512.1782768729
"67.5%",0.0460191203000035,0.00402026311552071,1.61703758563275e-05,0.159007985599844,0.508587265358975,-23512.0909531227
"70%",0.0460282437413309,0.00403163349262121,1.72361392534909e-05,0.159913743964173,0.50871107511024,-23511.9988599759
"72.5%",0.0460376356722815,0.00404451506579661,1.84858704191098e-05,0.160899422195018,0.508853043959974,-23511.8998574306
"75%",0.0460484200387199,0.00405536077680825,1.99386645624542e-05,0.161833603465264,0.508991793778224,-23511.8080184506
"77.5%",0.0460587944913024,0.00406641263130823,2.16029704356055e-05,0.162919035482028,0.509110800073407,-23511.7169812779
"80%",0.0460691013039603,0.00407799005589037,2.32207229875641e-05,0.164139969001846,0.509236757431372,-23511.621334878
"82.5%",0.0460803751162878,0.00409035739816561,2.52580448597023e-05,0.165300521996986,0.509407776918979,-23511.524558522
"85%",0.0460922720587649,0.00410362020415821,2.77368870220435e-05,0.166316373259147,0.509572193163415,-23511.4154964244
"87.5%",0.0461064643556563,0.00411824686521713,2.99631515588319e-05,0.167652196089702,0.509801772785404,-23511.3098286132
"90%",0.0461231262693156,0.00413307369360994,3.29259208251896e-05,0.169695645687689,0.510020198309612,-23511.1877641239
"92.5%",0.0461453957830733,0.00415515157639409,3.76505329791142e-05,0.171770023958342,0.510322856134335,-23511.0655346494
"95%",0.0461737659738385,0.00418341423020839,4.32064110027946e-05,0.174488917194495,0.510727065898149,-23510.9126694187
"97.5%",0.0462172106983302,0.00422615768619936,5.30596013941533e-05,0.179135788848058,0.511267650667864,-23510.710938295
"100%",0.0464515540541593,0.00450773982103948,0.000144984355084577,0.210477757344371,0.514129041459804,-23510.1400039614
