"","Position","C.T","G.A"
"1",1,0.0396906272576276,0.0623857995806157
"2",2,0.0508983158773189,0.0621200850522394
"3",3,0.057430325326987,0.0645141629013749
"4",4,0.0623971175242746,0.0669657886299175
"5",5,0.0672521539450934,0.068320551239207
"6",6,0.0709158405845543,0.0698443557637461
"7",7,0.0729322254052477,0.0721666406200586
"8",8,0.0736168443215377,0.0751138473781904
"9",9,0.0746234475507065,0.0771711186656182
"10",10,0.0762172052536385,0.07817641315338
"11",11,0.0781074483568834,0.0784905099901954
"12",12,0.0809685206058108,0.0775047726455532
"13",-12,0.0778677487463864,0.0805609222517247
"14",-11,0.077752250242106,0.0788397377304695
"15",-10,0.0775135700867164,0.0769016642581369
"16",-9,0.0770687972410976,0.0747636332789192
"17",-8,0.075584316874688,0.0731743945704807
"18",-7,0.0731047471967277,0.0719963979532502
"19",-6,0.0705406374757166,0.070214408921297
"20",-5,0.0684195657955844,0.0671706861903933
"21",-4,0.0663426822922242,0.063085791968438
"22",-3,0.0622042477699836,0.0598367191682716
"23",-2,0.0560944633235045,0.0570694470371163
"24",-1,0.0503813327231478,0.0521282069143681
