pos	3pG>A
1	0.0295254092733967
2	0.040855848416253
3	0.0249235910718917
4	0.0263265333895837
5	0.0241244040176425
6	0.0271454984419121
7	0.0282128393018308
8	0.0246655385371921
9	0.0246984860148832
10	0.0258396329717439
11	0.0243638606423861
12	0.0250028103571027
13	0.0257293064585478
14	0.0240758329971378
15	0.0225175482020233
16	0.0227545990140676
17	0.0234643663323396
18	0.0230944408159598
19	0.0208329265038047
20	0.0218400234930111
21	0.0230060421945466
22	0.0230757701155418
23	0.0240700289110183
24	0.0291799720543519
25	0.0305962319375195
