pos	3pG>A
1	0.00940349789454649
2	0.0135901058033269
3	0.00897007134942163
4	0.00998256565997413
5	0.00881575612758408
6	0.0119800826842694
7	0.0138646634977069
8	0.0106708561168693
9	0.0117172919315139
10	0.0127901988889005
11	0.013037762598273
12	0.0138333678259828
13	0.012648951048951
14	0.0134457067141647
15	0.0124789482262183
16	0.0149166243321852
17	0.0128774566349357
18	0.0151460452904496
19	0.0125993747917295
20	0.0133351370194434
21	0.0156676421267221
22	0.0151512622342409
23	0.0159725420062327
24	0.0132265487935474
25	0.0160011291224732
