pos	5pC>T
1	0.038971599146209
2	0.0601036026166703
3	0.0347344889507824
4	0.0358587701792938
5	0.0332138123927767
6	0.0356275781659324
7	0.0362250409845354
8	0.0312286554930909
9	0.0299495394716843
10	0.0310583978289275
11	0.0272120524382596
12	0.0281590067686324
13	0.0286963651270839
14	0.0274270943417783
15	0.0256848926200407
16	0.0250690306641477
17	0.0236750022748517
18	0.025223318445437
19	0.021849680419265
20	0.0221566632756867
21	0.0245923658653729
22	0.0241669063406065
23	0.0259140665723434
24	0.0369628384810881
25	0.039475797815378
