"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0472392783847509,0.00452825816325712,2.09404583758199e-05,0.153014091204009,0.54321780877302,-9061.87405726038
"Std.",0.000164682345047692,0.000169382063642299,2.14151743357268e-05,0.0137863516200553,0.00234427372946728,1.72084286821164
"Acceptance ratio",0.1861,0.14976,0.11632,0.21986,0.2138,0.6224
"0%",0.0464597272819786,0.00381396417405686,3.99117274964622e-09,0.0971667698648679,0.534604685755765,-9076.69649819194
"2.5%",0.0469041031422276,0.004200181980557,4.9836128025717e-07,0.127087299290569,0.538690439272937,-9066.12967472415
"5%",0.0469623073199274,0.00424647430611738,1.03330914194114e-06,0.131394349145268,0.53939935509702,-9065.18785598075
"7.5%",0.0470036216024628,0.00428303094074079,1.55976582704681e-06,0.133921770782147,0.539850152937518,-9064.58502036341
"10%",0.0470308064571239,0.0043132978203672,2.11080750460707e-06,0.135779688381694,0.540241710933949,-9064.18825957083
"12.5%",0.0470513372372253,0.00433635647571087,2.66330282635013e-06,0.137274594896821,0.540541060994811,-9063.84706157272
"15%",0.0470710400990745,0.00435518814355331,3.21353504623025e-06,0.138792571902449,0.540812354111786,-9063.58031764971
"17.5%",0.0470878203899506,0.00437252867427499,3.84134319660648e-06,0.140022872790841,0.541044752948865,-9063.3371357412
"20%",0.0471022321991806,0.00438585917081938,4.49483436873951e-06,0.141399365108263,0.541259769898507,-9063.13108520511
"22.5%",0.0471165075212587,0.00440003527928436,5.08185162698696e-06,0.142511378387641,0.541456964278829,-9062.94545711806
"25%",0.0471299602687131,0.00441356978462644,5.81660986985852e-06,0.143521234360958,0.541683652879308,-9062.7723418832
"27.5%",0.0471432860610789,0.00442744819873799,6.4994524435872e-06,0.144555429517925,0.541851675668765,-9062.62247954688
"30%",0.0471568168108848,0.00444008008863894,7.16549848005293e-06,0.145524229776133,0.54202040122727,-9062.47909558641
"32.5%",0.0471687264889224,0.00445115561198965,7.90501293403526e-06,0.146482270573612,0.542155455536237,-9062.34171186736
"35%",0.0471790377169917,0.0044630555729146,8.68642391897353e-06,0.147363374689984,0.542313452488602,-9062.21466880527
"37.5%",0.0471898541407484,0.00447355911411488,9.46755108008828e-06,0.148272142896838,0.542458741655822,-9062.09936344897
"40%",0.047200642555087,0.00448508738868059,1.0383388277665e-05,0.149181328115051,0.542579514760641,-9061.98701848759
"42.5%",0.0472111783512346,0.00449441854405565,1.11754224698295e-05,0.149968667562929,0.542737333819217,-9061.86698469067
"45%",0.0472209791787249,0.00450535059784612,1.21440315181495e-05,0.150758384795213,0.54287637264944,-9061.7578554536
"47.5%",0.0472303567888164,0.00451779079914472,1.29879647742663e-05,0.151539936309421,0.543026335552483,-9061.65487883428
"50%",0.0472393731651695,0.00452824297731068,1.38025176162905e-05,0.152429388351701,0.543161537255169,-9061.54052110518
"52.5%",0.0472494603774499,0.00453929865425178,1.49691183455785e-05,0.153335083388316,0.543314077198253,-9061.43919639786
"55%",0.0472583322182662,0.00455119611914638,1.60410946605974e-05,0.154144521149282,0.54345808706734,-9061.3475265655
"57.5%",0.0472687600315571,0.00456103766692267,1.73075003365314e-05,0.155237048645212,0.543590026821702,-9061.2533911242
"60%",0.0472788318055063,0.0045698440723686,1.88922531351581e-05,0.156057714261018,0.543753931378214,-9061.15664923243
"62.5%",0.047290780713022,0.0045794798683544,2.01350565347306e-05,0.156891715486155,0.543900851045937,-9061.05650368169
"65%",0.0473022128597566,0.00459119251551347,2.18203418627051e-05,0.157768692727624,0.544055914129876,-9060.96397216174
"67.5%",0.0473140808488498,0.00460459865759882,2.3451884992168e-05,0.158754729532397,0.54423636429384,-9060.87822707989
"70%",0.0473260229986428,0.00461553518968931,2.51852092403232e-05,0.159959778138963,0.544402683640634,-9060.79165329322
"72.5%",0.0473381857402447,0.00462714184108808,2.71840367547374e-05,0.16113739479095,0.544577828355982,-9060.6971954074
"75%",0.0473513635249795,0.00463971456284127,2.91322218723177e-05,0.162144402523926,0.544770819114113,-9060.602283764
"77.5%",0.0473633805576587,0.00465478368507263,3.12439613603081e-05,0.16321861334306,0.544980214121439,-9060.51105263217
"80%",0.0473796724858003,0.00467232718980407,3.39476625810936e-05,0.164572013545233,0.54518638732967,-9060.4217571648
"82.5%",0.0473929943579277,0.00468796492820498,3.70056006775952e-05,0.165866629645959,0.545412845200914,-9060.32856099697
"85%",0.0474080671024072,0.00470531739420093,4.06911542148049e-05,0.167261901549034,0.545656350835721,-9060.22640396385
"87.5%",0.0474275155603723,0.00472504208299215,4.49538090877189e-05,0.168976283351261,0.545950425247781,-9060.11165069995
"90%",0.0474490683380111,0.00474732975172705,4.91620986494772e-05,0.170871890701391,0.546282405313699,-9059.99680528323
"92.5%",0.0474721382417924,0.00477278362028058,5.57088618097114e-05,0.173093389096424,0.546672113042447,-9059.86723633085
"95%",0.04750622043574,0.00480716850525381,6.37834232134647e-05,0.176259289072368,0.547147145782837,-9059.72891729606
"97.5%",0.0475593684856848,0.00486140264671043,7.79640632070539e-05,0.181564110653943,0.547874827660285,-9059.52608235419
"100%",0.0478655811224747,0.00514178328152953,0.00023929672666949,0.210866136757269,0.552655442230211,-9059.01780371684
