pos	3pG>A
1	0.0109618602323727
2	0.0128449892818864
3	0.0102635335879924
4	0.0106724142426323
5	0.0106189967982924
6	0.0147366008866639
7	0.0147945439774234
8	0.0132490550658857
9	0.0150576243701859
10	0.0149015433741352
11	0.0141011425541146
12	0.0161115556444622
13	0.0153458310774228
14	0.0150489214111882
15	0.0155968906627842
16	0.0160215559642445
17	0.0155128054214943
18	0.0160840157236131
19	0.0148745828310907
20	0.0153049980001469
21	0.0164720600500417
22	0.0170487497014976
23	0.0170659448575225
24	0.0154565617316851
25	0.017260004710966
