"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.072673268833587,0.0313639700614832,0.00321226836450906,0.0435429289534136,0.466592697405087,-10979.3988404523
"Std.",0.0002833708662129,0.00212597627997593,0.0021387196130068,0.0102182370630452,0.00236800538705427,1.67667541333353
"Acceptance ratio",0.1751,0.19418,0.13236,0.21426,0.22712,0.64922
"0%",0.0716342264919371,0.0246897343349133,1.09576406655276e-06,0.0163539640535278,0.457573596865753,-10991.0859841044
"2.5%",0.0721137450133343,0.0270224763320386,0.000147955102228458,0.0280538022140401,0.461915554576977,-10983.4087019713
"5%",0.0722042974530023,0.0275990227090734,0.000324289270547573,0.0299288100902091,0.462713345160302,-10982.5121307843
"7.5%",0.0722625313697172,0.0279857392826283,0.000433836523914016,0.0311368980585083,0.463225849111356,-10982.0308021276
"10%",0.0723037792561518,0.0283684706999604,0.000579114373281843,0.0321247487769039,0.46361088328438,-10981.6789382912
"12.5%",0.0723378426382879,0.0287293751899748,0.000711707338238715,0.0328572867212895,0.463918138829062,-10981.3773286552
"15%",0.0723697651882628,0.028988292834552,0.000870629326981207,0.0336689535441037,0.464184455603734,-10981.1130462104
"17.5%",0.072400249257415,0.0292273526061976,0.00102632720567346,0.0343527478121456,0.464419974857778,-10980.8966412681
"20%",0.072427133559507,0.0294715413301412,0.00117309527313652,0.0350566015098572,0.46462519116297,-10980.6950866026
"22.5%",0.0724533808413343,0.0297047355985748,0.00131431256907065,0.0357710784213617,0.464835569183359,-10980.5231433944
"25%",0.0724784667112577,0.0299018672080072,0.00144848813989668,0.0363485656463782,0.464985477845898,-10980.3462657384
"27.5%",0.0725027887412164,0.0300711129425357,0.00158965024095483,0.0369831420456595,0.465154652353791,-10980.1938225939
"30%",0.0725260182775748,0.0302672087298007,0.0017318853820812,0.0375632775565254,0.46533973110414,-10980.0521802835
"32.5%",0.0725463969592642,0.0304501790504677,0.00186238247375497,0.0381310206673503,0.465502943453339,-10979.9271376968
"35%",0.0725705739118981,0.0306141602016809,0.00200414428126945,0.0386575630777557,0.46567263791523,-10979.799429237
"37.5%",0.0725896763764283,0.0307747952882871,0.00214667782051426,0.0391638626790833,0.465809221171649,-10979.6620442289
"40%",0.0726097758675243,0.0309587156946097,0.00229445609807249,0.0396503354544404,0.465960088580387,-10979.543106243
"42.5%",0.0726296501609568,0.0311068161824702,0.00244797028274429,0.0403209665483061,0.466109895648936,-10979.4232270388
"45%",0.0726473934152693,0.0312351089640225,0.00260998842134658,0.0409262670052333,0.466249136857031,-10979.3078744844
"47.5%",0.0726649318751296,0.0313751777726962,0.00276050535214273,0.0414432674184105,0.466417319943178,-10979.1964949589
"50%",0.0726839842988045,0.031546536525102,0.00293763026905784,0.041954822989557,0.466550440291748,-10979.1001412921
"52.5%",0.0727002796223157,0.0316716007678261,0.00309397675628991,0.0425458682394383,0.466717025490314,-10978.9992126126
"55%",0.072716067770924,0.0318028459300515,0.00325374978651619,0.0430888438766701,0.466862829058637,-10978.8970795424
"57.5%",0.0727332864790517,0.0319581286800407,0.00340634222776932,0.0436671708394225,0.467013513726545,-10978.8004093895
"60%",0.0727491922568553,0.0320922066983071,0.00356900247978626,0.0444117865563946,0.467185945879289,-10978.7120946411
"62.5%",0.0727679772687256,0.0322350190495861,0.00375963257762114,0.045007636620138,0.46733848615044,-10978.6116425409
"65%",0.0727898383302241,0.0323649953336105,0.00393637428205759,0.0457356986058403,0.467486314844245,-10978.5213276701
"67.5%",0.0728073067840436,0.0325187935969082,0.0041188381771717,0.0464939019138545,0.467653164847626,-10978.4331123013
"70%",0.0728259942652066,0.032666839834315,0.00428637254415457,0.0473011467843407,0.467817285829401,-10978.3431183447
"72.5%",0.0728463700111463,0.0328298799519086,0.00448011472888682,0.0480963247245483,0.467986488660404,-10978.2501420789
"75%",0.0728684787336261,0.03298227244782,0.00465618263084632,0.0490036049834695,0.468190820942868,-10978.1595377336
"77.5%",0.0728874976751789,0.033121919772766,0.00486697545465688,0.0500281023620425,0.468367233118788,-10978.0625905087
"80%",0.0729062201896145,0.0332900849509913,0.00511478433245176,0.0510305650994431,0.468595649504331,-10977.9620335246
"82.5%",0.0729303367051204,0.0334507011687105,0.00538498392303849,0.052332726978404,0.468826293997078,-10977.854047753
"85%",0.0729593035364202,0.0336390516225799,0.00566892880652643,0.0535799491927342,0.469069027907038,-10977.7419947183
"87.5%",0.0729957796815985,0.0338312278219766,0.00601730013206353,0.0553203585537665,0.469363164081016,-10977.6344138611
"90%",0.0730338465120178,0.0340541279826246,0.00635769277798326,0.0573095069409183,0.469668559638682,-10977.5189140437
"92.5%",0.0730729321912816,0.0343041474513884,0.00666943479371374,0.0596661909573852,0.470063894128353,-10977.3796949082
"95%",0.0731340958663337,0.0346042721800157,0.00715286137707776,0.0631877765551519,0.470459458288406,-10977.2243313292
"97.5%",0.073222773276022,0.0349730935268649,0.0077921581692911,0.0680129838095972,0.471191871635429,-10977.0197198553
"100%",0.0737454736569519,0.0363961511382792,0.011479591998901,0.109565915168257,0.477021086086409,-10976.3434960279
