pos	3pG>A
1	0.0312192296553721
2	0.0404987292349626
3	0.0246993163582079
4	0.025195130116109
5	0.025786300573836
6	0.0323663837328607
7	0.035112776376317
8	0.0326738924550142
9	0.0339695262981338
10	0.0327476906357544
11	0.0297229558108631
12	0.0322495745091502
13	0.0330159945698522
14	0.0306537864412627
15	0.0318808680400316
16	0.0320888888888889
17	0.0365024264106833
18	0.0305211942763784
19	0.0295206251005775
20	0.0284432449483886
21	0.0291384300120436
22	0.0305033136306645
23	0.0331525122276567
24	0.0330531907152732
25	0.0318602804974861
