pos	5pC>T
1	0.0339757055438853
2	0.0500301288210674
3	0.0276366805927084
4	0.0254554810490939
5	0.024524133242692
6	0.0289097931122899
7	0.0286093846372823
8	0.02489661813856
9	0.0242108925295718
10	0.026807722338748
11	0.0219260866196637
12	0.0232846749298047
13	0.0245323321897857
14	0.0236230091468536
15	0.0224551138829505
16	0.021856377134867
17	0.020843497131706
18	0.0210322757298833
19	0.0203353783231084
20	0.0194422594576945
21	0.0208423290264722
22	0.0221754769092427
23	0.0230257466853305
24	0.0321155480033985
25	0.029520295202952
