pos	3pG>A
1	0.0304768460097128
2	0.0405022992571631
3	0.0238629633093301
4	0.0219542362399505
5	0.0218384025612941
6	0.0273074014401736
7	0.0257028499782997
8	0.0230873631723365
9	0.0234305076077228
10	0.0260163369375325
11	0.0229549183529963
12	0.0228407835571253
13	0.0238528304295105
14	0.0219286406148276
15	0.0221389376472635
16	0.0220281543274244
17	0.0215240062639523
18	0.0216071247849408
19	0.0203881751848648
20	0.0210263938587638
21	0.0222397424526133
22	0.0223200655621796
23	0.0224641409918312
24	0.0279478038609
25	0.0262510635006574
