Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Viruses	Plant	Coral	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
GmA02060_CKDL210018111-1a-5UDI245-AK10343_HH72GDSX2_L1_clmp_fp2_r1_screen	126854.0	19883.0	7799.0	3502.0	444.0	187.0	184.0	105.0	1.0	0.0	0.0	175422.0	2334257.0
GmA02060_CKDL210018111-1a-5UDI245-AK10343_HH72GDSX2_L1_clmp_fp2_r2_screen	126714.0	20264.0	7846.0	3434.0	439.0	198.0	259.0	143.0	3.0	0.0	0.0	174547.0	2334791.0
GmC01002_CKDL210018111-1a-AK3905-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	279.0	1841.0	181.0	220.0	358.0	46.0	20.0	15.0	0.0	0.0	0.0	14270.0	97173.0
GmC01002_CKDL210018111-1a-AK3905-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	253.0	1844.0	189.0	224.0	288.0	55.0	16.0	24.0	0.0	0.0	0.0	14588.0	96922.0
GmC01005_CKDL210018111-1a-AK9142-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	13.0	163.0	16.0	18.0	42.0	2.0	4.0	0.0	0.0	0.0	0.0	1309.0	19435.0
GmC01005_CKDL210018111-1a-AK9142-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	12.0	181.0	20.0	31.0	37.0	4.0	2.0	2.0	0.0	0.0	0.0	1320.0	19393.0
GmC01006_CKDL210018111-1a-AK8410-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	0.0	0.0	16414.0	12399.0	3543.0	555.0	280.0	293.0	2.0	0.0	0.0	104830.0	751170.0
GmC01006_CKDL210018111-1a-AK8410-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	726.0	13969.0	1339.0	1675.0	3318.0	406.0	117.0	143.0	0.0	0.0	0.0	135213.0	732580.0
GmC01008_CKDL210018111-1a-AK7759-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	2045.0	31034.0	4963.0	2768.0	3861.0	606.0	394.0	405.0	6.0	0.0	0.0	252689.0	6311195.0
GmC01008_CKDL210018111-1a-AK7759-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	2109.0	33225.0	4836.0	2989.0	3873.0	676.0	391.0	407.0	6.0	0.0	0.0	252242.0	6309212.0
GmC01009_CKDL210018111-1a-AK6881-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	1022.0	12986.0	1482.0	1438.0	2292.0	295.0	131.0	198.0	0.0	0.0	0.0	102335.0	1059429.0
GmC01009_CKDL210018111-1a-AK6881-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	997.0	13217.0	1613.0	1409.0	2250.0	334.0	112.0	172.0	0.0	0.0	0.0	103020.0	1058484.0
GmC01012_CKDL210018111-1a-5UDI312-7UDI214_HH72GDSX2_L1_clmp_fp2_r1_screen	1.0	3.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	458.0
GmC01012_CKDL210018111-1a-5UDI312-7UDI214_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	33.0	463.0
GmC01013_CKDL210018111-1a-AK9141-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	91.0	922.0	135.0	74.0	103.0	6.0	13.0	5.0	0.0	0.0	0.0	4901.0	74394.0
GmC01013_CKDL210018111-1a-AK9141-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	95.0	972.0	107.0	79.0	123.0	9.0	8.0	7.0	0.0	0.0	0.0	4842.0	74402.0
GmC01014_CKDL210018111-1a-AK3905-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	3401.0	40244.0	5170.0	3877.0	3892.0	340.0	500.0	328.0	6.0	0.0	1.0	187134.0	3415688.0
GmC01014_CKDL210018111-1a-AK3905-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	3416.0	40284.0	5036.0	4326.0	3622.0	389.0	554.0	337.0	10.0	0.0	0.0	188018.0	3414589.0
GmC01016_CKDL210018111-1a-5UDI298-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	3947.0	59252.0	7110.0	5935.0	8612.0	897.0	650.0	455.0	10.0	0.0	0.0	357627.0	4109747.0
GmC01016_CKDL210018111-1a-5UDI298-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	3973.0	60702.0	7222.0	6085.0	8719.0	1055.0	719.0	506.0	6.0	0.0	0.0	357329.0	4107926.0
GmC01017_CKDL210018111-1a-AK9142-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	2335.0	24652.0	4856.0	2182.0	2189.0	245.0	348.0	354.0	8.0	0.0	0.0	162055.0	4188952.0
GmC01017_CKDL210018111-1a-AK9142-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	2388.0	25615.0	4880.0	2296.0	2220.0	294.0	352.0	322.0	7.0	0.0	0.0	164360.0	4185442.0
GmC01018_CKDL210018111-1a-AK8410-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	1213.0	44331.0	4370.0	4449.0	5199.0	441.0	462.0	307.0	22.0	0.0	0.0	239570.0	2632873.0
GmC01018_CKDL210018111-1a-AK8410-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	1316.0	44380.0	4333.0	4860.0	5336.0	528.0	514.0	288.0	7.0	0.0	0.0	243495.0	2628180.0
GmC01021_CKDL210018111-1a-AK6881-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	17.0	232.0	36.0	21.0	39.0	3.0	3.0	0.0	0.0	0.0	0.0	1694.0	25919.0
GmC01021_CKDL210018111-1a-AK6881-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	0.0	179.0	134.0	39.0	4.0	5.0	1.0	0.0	0.0	0.0	1367.0	26235.0
GmC01022_CKDL210018111-1a-AK6260-AK4971_HH72GDSX2_L1_clmp_fp2_r1_screen	134.0	378.0	41.0	32.0	49.0	11.0	3.0	1.0	0.0	0.0	0.0	2245.0	28528.0
GmC01022_CKDL210018111-1a-AK6260-AK4971_HH72GDSX2_L1_clmp_fp2_r2_screen	158.0	392.0	35.0	53.0	45.0	6.0	5.0	2.0	0.0	0.0	0.0	2161.0	28565.0
GmC01026_CKDL210018111-1a-AK3905-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	3715.0	103348.0	15316.0	9748.0	20454.0	2731.0	1135.0	1480.0	16.0	0.0	0.0	994809.0	11542753.0
GmC01026_CKDL210018111-1a-AK3905-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	3933.0	106006.0	14688.0	10427.0	20802.0	3094.0	1155.0	1580.0	16.0	0.0	0.0	997399.0	11536405.0
GmC01028_CKDL210018111-1a-5UDI298-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	13866.0	23931.0	3508.0	2248.0	2759.0	302.0	314.0	204.0	3.0	0.0	0.0	132227.0	2096798.0
GmC01028_CKDL210018111-1a-5UDI298-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	13613.0	24173.0	3262.0	2326.0	2577.0	303.0	332.0	175.0	1.0	0.0	0.0	132145.0	2097253.0
GmC01029_CKDL210018111-1a-AK9142-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	2876.0	53184.0	7067.0	4638.0	6271.0	870.0	658.0	885.0	18.0	0.0	0.0	371639.0	6608675.0
GmC01029_CKDL210018111-1a-AK9142-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	0.0	49025.0	0.0	8734.0	3539.0	2852.0	5716.0	19.0	0.0	0.0	294951.0	6691945.0
GmC01032_CKDL210018111-1a-AK7759-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	5502.0	21866.0	2781.0	1850.0	2542.0	354.0	266.0	292.0	2.0	0.0	0.0	163717.0	4111904.0
GmC01032_CKDL210018111-1a-AK7759-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	5493.0	22751.0	2861.0	2010.0	2598.0	372.0	261.0	314.0	2.0	0.0	0.0	162941.0	4111473.0
GmC01033_CKDL210018111-1a-AK6881-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	5615.0	58810.0	8643.0	5437.0	12489.0	1328.0	744.0	632.0	14.0	0.0	0.0	473307.0	4437558.0
GmC01033_CKDL210018111-1a-AK6881-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	5550.0	60734.0	8723.0	5721.0	12735.0	1382.0	736.0	689.0	4.0	0.0	0.0	476250.0	4432053.0
GmC01035_CKDL210018111-1a-AK7010-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	44.0	524.0	54.0	76.0	94.0	23.0	8.0	6.0	0.0	0.0	0.0	4280.0	38477.0
GmC01035_CKDL210018111-1a-AK7010-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	46.0	520.0	75.0	54.0	95.0	13.0	3.0	7.0	0.0	0.0	0.0	4366.0	38407.0
GmC01036_CKDL210018111-1a-5UDI312-AK1864_HH72GDSX2_L1_clmp_fp2_r1_screen	105.0	847.0	129.0	95.0	134.0	11.0	12.0	11.0	0.0	0.0	0.0	5041.0	58832.0
GmC01036_CKDL210018111-1a-5UDI312-AK1864_HH72GDSX2_L1_clmp_fp2_r2_screen	86.0	915.0	121.0	102.0	118.0	14.0	7.0	3.0	0.0	0.0	0.0	5208.0	58643.0
GmC01037_CKDL210018111-1a-AK9141-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	21.0	333.0	48.0	25.0	49.0	5.0	7.0	4.0	0.0	0.0	0.0	2359.0	26416.0
GmC01038_CKDL210018111-1a-AK3905-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	9445.0	52721.0	6240.0	5102.0	5250.0	531.0	672.0	456.0	10.0	0.0	0.0	270449.0	3922887.0
GmC01038_CKDL210018111-1a-AK3905-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	9251.0	53937.0	6084.0	5449.0	5000.0	569.0	637.0	440.0	3.0	0.0	0.0	270789.0	3921604.0
GmC01040_CKDL210018111-1a-5UDI298-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	12.0	45.0	12.0	2.0	9.0	0.0	1.0	2.0	0.0	0.0	0.0	266.0	4236.0
GmC01040_CKDL210018111-1a-5UDI298-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	9.0	38.0	8.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	274.0	4246.0
GmC01041_CKDL210018111-1a-AK9142-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	4361.0	51830.0	7020.0	4640.0	5542.0	593.0	713.0	662.0	22.0	0.0	0.0	332095.0	7458889.0
GmC01041_CKDL210018111-1a-AK9142-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	4340.0	53188.0	7026.0	4778.0	5243.0	649.0	736.0	602.0	5.0	0.0	0.0	336418.0	7453382.0
GmC01042_CKDL210018111-1a-AK8410-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	414.0	4023.0	635.0	353.0	569.0	63.0	52.0	48.0	1.0	0.0	0.0	23784.0	385335.0
GmC01045_CKDL210018111-1a-AK6881-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	12233.0	60111.0	19994.0	5369.0	9305.0	1009.0	875.0	675.0	10.0	0.0	0.0	414623.0	5142859.0
GmC01045_CKDL210018111-1a-AK6881-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	12093.0	61397.0	19638.0	5473.0	9237.0	1044.0	876.0	565.0	7.0	0.0	1.0	415573.0	5141159.0
GmC01047_CKDL210018111-1a-AK7010-AK7558_HH72GDSX2_L1_clmp_fp2_r1_screen	91.0	888.0	143.0	68.0	104.0	13.0	8.0	8.0	0.0	0.0	0.0	6123.0	119183.0
GmC01047_CKDL210018111-1a-AK7010-AK7558_HH72GDSX2_L1_clmp_fp2_r2_screen	108.0	878.0	128.0	88.0	95.0	5.0	7.0	15.0	0.0	0.0	0.0	6363.0	118942.0
GmC01051_CKDL210018111-1a-AK7761-7UDI308_HH72GDSX2_L1_clmp_fp2_r1_screen	1.0	86.0	13.0	14.0	13.0	1.0	2.0	1.0	0.0	0.0	0.0	439.0	7727.0
GmC01051_CKDL210018111-1a-AK7761-7UDI308_HH72GDSX2_L1_clmp_fp2_r2_screen	1.0	92.0	15.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	469.0	7707.0
GmC01053_CKDL210018111-1a-AK9142-7UDI308_HH72GDSX2_L1_clmp_fp2_r1_screen	6179.0	193157.0	23746.0	19208.0	23550.0	2412.0	2674.0	1778.0	39.0	0.0	0.0	1088316.0	16133264.0
GmC01053_CKDL210018111-1a-AK9142-7UDI308_HH72GDSX2_L1_clmp_fp2_r2_screen	6257.0	197951.0	23079.0	19798.0	23084.0	2776.0	2667.0	1625.0	32.0	0.0	0.0	1090788.0	16126266.0
GmC01054_CKDL210018111-1a-AK8410-7UDI308_HH72GDSX2_L1_clmp_fp2_r1_screen	900.0	29300.0	3733.0	2746.0	2383.0	225.0	437.0	315.0	3.0	0.0	0.0	172979.0	3710013.0
GmC01054_CKDL210018111-1a-AK8410-7UDI308_HH72GDSX2_L1_clmp_fp2_r2_screen	910.0	30211.0	3767.0	2636.0	2380.0	244.0	431.0	316.0	8.0	0.0	0.0	175649.0	3706482.0
GmC01057_CKDL210018111-1a-AK6881-7UDI308_HH72GDSX2_L1_clmp_fp2_r1_screen	1245.0	25911.0	3802.0	2588.0	6267.0	786.0	277.0	308.0	9.0	0.0	0.0	264335.0	5121247.0
GmC01057_CKDL210018111-1a-AK6881-7UDI308_HH72GDSX2_L1_clmp_fp2_r2_screen	1422.0	26962.0	3458.0	2655.0	6254.0	825.0	315.0	292.0	3.0	0.0	0.0	264970.0	5119619.0
GmC01058_CKDL210018111-1a-AK6260-7UDI308_HH72GDSX2_L1_clmp_fp2_r1_screen	16.0	602.0	71.0	48.0	60.0	9.0	13.0	5.0	0.0	0.0	0.0	2940.0	51915.0
GmC01058_CKDL210018111-1a-AK6260-7UDI308_HH72GDSX2_L1_clmp_fp2_r2_screen	21.0	653.0	90.0	64.0	53.0	2.0	11.0	6.0	0.0	0.0	0.0	2909.0	51870.0
GmC01061_CKDL210018111-1a-AK9141-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	584.0	4634.0	613.0	414.0	476.0	34.0	51.0	33.0	0.0	0.0	0.0	24075.0	382365.0
GmC01061_CKDL210018111-1a-AK9141-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	511.0	4771.0	558.0	422.0	544.0	48.0	54.0	22.0	1.0	0.0	0.0	24355.0	381993.0
GmC01062_CKDL210018111-1a-AK3905-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	53.0	476.0	59.0	44.0	60.0	7.0	11.0	5.0	0.0	0.0	0.0	3184.0	50857.0
GmC01062_CKDL210018111-1a-AK3905-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	45.0	538.0	66.0	51.0	51.0	7.0	6.0	3.0	0.0	0.0	0.0	3045.0	50944.0
GmC01066_CKDL210018111-1a-AK8410-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	6966.0	212510.0	25777.0	21004.0	27017.0	3315.0	2737.0	1698.0	40.0	0.0	0.0	1268730.0	16515385.0
GmC01068_CKDL210018111-1a-AK7759-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	196.0	4228.0	608.0	379.0	610.0	38.0	101.0	35.0	0.0	0.0	0.0	23631.0	377069.0
GmC01068_CKDL210018111-1a-AK7759-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	200.0	4301.0	631.0	438.0	524.0	62.0	74.0	45.0	3.0	0.0	0.0	23873.0	376744.0
GmC01069_CKDL210018111-1a-AK6881-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	8298.0	226135.0	30227.0	19805.0	24988.0	2867.0	3233.0	2273.0	60.0	0.0	1.0	1543272.0	26816162.0
GmC01069_CKDL210018111-1a-AK6881-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	8721.0	231310.0	29941.0	20093.0	24199.0	3055.0	3188.0	2284.0	44.0	0.0	0.0	1549795.0	26804691.0
GmC01070_CKDL210018111-1a-AK6260-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	18.0	504.0	55.0	34.0	85.0	3.0	1.0	5.0	0.0	0.0	0.0	2753.0	43836.0
GmC01070_CKDL210018111-1a-AK6260-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	20.0	502.0	72.0	50.0	75.0	6.0	4.0	1.0	0.0	0.0	0.0	2666.0	43898.0
GmC01071_CKDL210018111-1a-AK7010-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	83.0	2128.0	282.0	199.0	207.0	17.0	27.0	25.0	0.0	0.0	0.0	12639.0	185248.0
GmC01071_CKDL210018111-1a-AK7010-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	107.0	2015.0	230.0	178.0	215.0	20.0	18.0	33.0	0.0	0.0	0.0	12831.0	185208.0
GmC01072_CKDL210018111-1a-5UDI312-AK2587_HH72GDSX2_L1_clmp_fp2_r1_screen	9262.0	21176.0	2565.0	1879.0	1862.0	137.0	282.0	158.0	10.0	0.0	0.0	105285.0	1594478.0
GmC01072_CKDL210018111-1a-5UDI312-AK2587_HH72GDSX2_L1_clmp_fp2_r2_screen	9230.0	21080.0	2687.0	2030.0	1710.0	184.0	251.0	161.0	7.0	0.0	0.0	105623.0	1594131.0
GmC01073_CKDL210018111-1a-AK9141-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	3947.0	44714.0	5923.0	4014.0	4820.0	653.0	574.0	426.0	15.0	0.0	0.0	323777.0	5338124.0
GmC01073_CKDL210018111-1a-AK9141-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	4036.0	46345.0	5653.0	4000.0	4565.0	707.0	589.0	395.0	8.0	0.0	0.0	324856.0	5335833.0
GmC01074_CKDL210018111-1a-AK3905-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	286.0	8748.0	1180.0	782.0	1106.0	102.0	126.0	79.0	0.0	0.0	0.0	48303.0	795582.0
GmC01074_CKDL210018111-1a-AK3905-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	294.0	9253.0	1227.0	840.0	1093.0	132.0	97.0	96.0	0.0	0.0	0.0	48194.0	795068.0
GmC01075_CKDL210018111-1a-AK7761-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	1464.0	51470.0	5718.0	5296.0	4171.0	423.0	636.0	497.0	9.0	0.0	0.0	239580.0	3869970.0
GmC01075_CKDL210018111-1a-AK7761-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	1597.0	52175.0	5759.0	5681.0	4079.0	442.0	562.0	522.0	9.0	0.0	0.0	240945.0	3867463.0
GmC01077_CKDL210018111-1a-AK9142-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	7743.0	214840.0	28785.0	19208.0	29861.0	3105.0	2895.0	2369.0	38.0	0.0	0.0	1308008.0	16111787.0
GmC01077_CKDL210018111-1a-AK9142-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	7713.0	217134.0	28154.0	19822.0	28765.0	3318.0	2891.0	2362.0	37.0	0.0	0.0	1308429.0	16110014.0
GmC01078_CKDL210018111-1a-AK8410-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	2280.0	63543.0	7989.0	6163.0	9095.0	997.0	814.0	684.0	6.0	0.0	0.0	398023.0	5510328.0
GmC01078_CKDL210018111-1a-AK8410-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	2469.0	64903.0	8134.0	6731.0	9416.0	1246.0	809.0	675.0	5.0	0.0	0.0	397006.0	5508528.0
GmC01080_CKDL210018111-1a-AK7759-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	14.0	224.0	20.0	17.0	21.0	3.0	2.0	0.0	0.0	0.0	0.0	1157.0	21356.0
GmC01081_CKDL210018111-1a-AK6881-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	539.0	20983.0	2672.0	1907.0	2297.0	213.0	263.0	177.0	5.0	0.0	0.0	108524.0	1542273.0
GmC01081_CKDL210018111-1a-AK6881-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	578.0	21469.0	2582.0	2074.0	2251.0	243.0	317.0	142.0	1.0	0.0	0.0	109435.0	1540761.0
GmC01082_CKDL210018111-1a-AK6260-GC12_HH72GDSX2_L1_clmp_fp2_r1_screen	4.0	41.0	5.0	11.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	361.0	4460.0
GmC01082_CKDL210018111-1a-AK6260-GC12_HH72GDSX2_L1_clmp_fp2_r2_screen	2.0	55.0	16.0	3.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	381.0	4424.0
GmC01085_CKDL210018111-1a-AK9141-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	331.0	10823.0	1224.0	946.0	1009.0	116.0	129.0	123.0	1.0	0.0	0.0	56107.0	818751.0
GmC01085_CKDL210018111-1a-AK9141-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	308.0	10898.0	1290.0	1016.0	1017.0	95.0	133.0	101.0	1.0	0.0	0.0	56039.0	818662.0
GmC01086_CKDL210018111-1a-AK3905-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	3536.0	98919.0	11183.0	9664.0	10487.0	1048.0	1275.0	824.0	12.0	0.0	0.0	523725.0	7299240.0
GmC01086_CKDL210018111-1a-AK3905-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	3777.0	100214.0	11130.0	9974.0	9934.0	1256.0	1271.0	811.0	15.0	0.0	0.0	521495.0	7300036.0
GmC01087_CKDL210018111-1a-AK7761-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	1047.0	27243.0	3803.0	2561.0	3457.0	463.0	365.0	293.0	4.0	0.0	0.0	207296.0	2793317.0
GmC01087_CKDL210018111-1a-AK7761-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	1128.0	27603.0	3656.0	2558.0	3217.0	505.0	356.0	277.0	6.0	0.0	0.0	206618.0	2793925.0
GmC01089_CKDL210018111-1a-AK9142-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	7111.0	100432.0	13798.0	8287.0	8433.0	701.0	1450.0	774.0	22.0	0.0	0.0	431433.0	7933366.0
GmC01089_CKDL210018111-1a-AK9142-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	7144.0	102307.0	13630.0	8397.0	8119.0	723.0	1480.0	779.0	21.0	0.0	0.0	434094.0	7929113.0
GmC01090_CKDL210018111-1a-AK8410-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	3509.0	48125.0	8535.0	4269.0	5088.0	706.0	560.0	581.0	9.0	0.0	0.0	336883.0	4014966.0
GmC01090_CKDL210018111-1a-AK8410-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	3661.0	50312.0	8492.0	4296.0	4934.0	750.0	653.0	611.0	13.0	0.0	0.0	338081.0	4011428.0
GmC01092_CKDL210018111-1a-AK7759-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	1905.0	53931.0	7239.0	4681.0	6403.0	662.0	798.0	516.0	9.0	0.0	0.0	292611.0	4847008.0
GmC01092_CKDL210018111-1a-AK7759-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	1988.0	54854.0	7168.0	4792.0	6154.0	711.0	764.0	455.0	6.0	0.0	0.0	293428.0	4845443.0
GmC01093_CKDL210018111-1a-AK6881-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	33.0	485.0	81.0	34.0	69.0	7.0	11.0	3.0	0.0	0.0	0.0	2997.0	48380.0
GmC01093_CKDL210018111-1a-AK6881-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	24.0	444.0	75.0	43.0	63.0	10.0	7.0	4.0	0.0	0.0	0.0	3009.0	48421.0
GmC01094_CKDL210018111-1a-AK6260-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	78.0	1848.0	229.0	199.0	237.0	21.0	16.0	22.0	0.0	0.0	0.0	11489.0	136431.0
GmC01094_CKDL210018111-1a-AK6260-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	64.0	1836.0	247.0	215.0	230.0	28.0	22.0	23.0	0.0	0.0	0.0	11911.0	135994.0
GmC01095_CKDL210018111-1a-AK7010-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	480.0	4378.0	190.0	500.0	273.0	36.0	27.0	15.0	0.0	0.0	0.0	18086.0	150960.0
GmC01095_CKDL210018111-1a-AK7010-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	434.0	4443.0	222.0	560.0	244.0	44.0	10.0	7.0	3.0	0.0	0.0	18071.0	150907.0
GmC01096_CKDL210018111-1a-5UDI312-7UDI246_HH72GDSX2_L1_clmp_fp2_r1_screen	5.0	105.0	4.0	3.0	10.0	1.0	0.0	3.0	0.0	0.0	0.0	572.0	8436.0
GmC01096_CKDL210018111-1a-5UDI312-7UDI246_HH72GDSX2_L1_clmp_fp2_r2_screen	9.0	88.0	10.0	7.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	540.0	8478.0
GmC02001_CKDL210018111-1a-5UDI298-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	114.0	5068.0	546.0	492.0	565.0	43.0	79.0	30.0	0.0	0.0	0.0	30397.0	419068.0
GmC02001_CKDL210018111-1a-5UDI298-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	125.0	5155.0	619.0	504.0	642.0	86.0	70.0	46.0	0.0	0.0	0.0	30498.0	418657.0
GmC02002_CKDL210018111-1a-AK9142-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	107.0	4499.0	526.0	409.0	413.0	38.0	67.0	35.0	1.0	0.0	0.0	22813.0	384056.0
GmC02002_CKDL210018111-1a-AK9142-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	138.0	4447.0	518.0	393.0	458.0	61.0	61.0	41.0	2.0	0.0	0.0	23202.0	383643.0
GmC02006_CKDL210018111-1a-AK6260-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	18.0	288.0	23.0	17.0	30.0	5.0	1.0	5.0	0.0	0.0	0.0	2076.0	15996.0
GmC02006_CKDL210018111-1a-AK6260-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	12.0	266.0	50.0	24.0	53.0	8.0	2.0	2.0	0.0	0.0	0.0	2040.0	16002.0
GmC02007_CKDL210018111-1a-AK7010-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	0.0	19.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	1567.0
GmC02007_CKDL210018111-1a-AK7010-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	18.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	1582.0
GmC02008_CKDL210018111-1a-AK7759-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	18.0	307.0	26.0	21.0	56.0	8.0	4.0	0.0	0.0	0.0	0.0	2053.0	20887.0
GmC02008_CKDL210018111-1a-AK7759-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	28.0	318.0	35.0	35.0	45.0	5.0	2.0	1.0	0.0	0.0	0.0	2080.0	20831.0
GmC02011_CKDL210018111-1a-AK9142-7UDI298_HH72GDSX2_L1_clmp_fp2_r1_screen	2344.0	91039.0	11256.0	8381.0	11240.0	1579.0	1208.0	1612.0	17.0	0.0	0.0	592209.0	6757170.0
