"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0439592259444351,0.00484052473540072,2.43783615264842e-05,0.155519035551147,0.609485618055728,-10115.7088372055
"Std.",0.000167465546113349,0.000179172765219808,2.4777470339667e-05,0.0148038235006052,0.00282595635640384,1.78362877069346
"Acceptance ratio",0.17726,0.1487,0.13394,0.21946,0.24334,0.64134
"0%",0.0433656852045741,0.00417078644842117,4.69728417145284e-09,0.101800215440298,0.597428417404776,-10130.1516184215
"2.5%",0.0436382679412809,0.00449303641632467,7.58916338250793e-07,0.127658487553305,0.603985831643008,-10120.0553026771
"5%",0.043686527090841,0.00454398971404924,1.43063102700155e-06,0.131924283383823,0.604781470360242,-10119.0589535713
"7.5%",0.0437190113292262,0.00458147565465955,2.01851640694724e-06,0.134733496326582,0.605362073933416,-10118.4803382581
"10%",0.0437418992159384,0.00461010885385423,2.63051818504752e-06,0.136967055169727,0.605842087632421,-10118.0834456145
"12.5%",0.0437653246873539,0.00463110295033278,3.33887349655563e-06,0.138526902367143,0.606210087151771,-10117.7545267709
"15%",0.0437867808102141,0.00465231744350509,4.06470648214669e-06,0.140040009825972,0.606525681953242,-10117.4473266359
"17.5%",0.0438036205386179,0.00466896843816546,4.71523086260687e-06,0.141433414978651,0.60681620102853,-10117.20450208
"20%",0.0438191894624392,0.00468772433384276,5.3339923158647e-06,0.142990001497149,0.607108673755217,-10116.9774470728
"22.5%",0.0438336959515431,0.0047039973511285,6.1435492473897e-06,0.14427207002906,0.607355812536491,-10116.7876088479
"25%",0.0438454040470398,0.00472082066433894,6.80000572535465e-06,0.145515750827439,0.607575324046614,-10116.614210385
"27.5%",0.0438563019836152,0.00473531060744131,7.40122301713176e-06,0.146609422646216,0.60781061317806,-10116.4423013662
"30%",0.0438687922378175,0.00474866313372243,8.11815691150983e-06,0.147591649163065,0.608016547314635,-10116.2999559982
"32.5%",0.0438813021703113,0.00475845470755376,8.96809919353739e-06,0.148574922752588,0.60822280581877,-10116.1595360099
"35%",0.0438919307806162,0.00477188634205791,9.89039939757922e-06,0.149451721612224,0.60841795936666,-10116.0313123834
"37.5%",0.0439038545611696,0.00478302088451285,1.07734202835967e-05,0.150304547016766,0.608602328121385,-10115.9094779518
"40%",0.043916812969654,0.00479582975223399,1.16067017421697e-05,0.151241137164684,0.608775354582211,-10115.7922487768
"42.5%",0.0439287074662754,0.00480738114753335,1.30433064208261e-05,0.152249431926708,0.60895633121702,-10115.6798501015
"45%",0.0439377666924642,0.00481968546425658,1.418867071538e-05,0.153116157408406,0.609129532500788,-10115.5719754252
"47.5%",0.0439485031516088,0.00483024649279646,1.53163899792997e-05,0.154103703802122,0.609314903953948,-10115.4676030402
"50%",0.0439581600595112,0.00484258145110549,1.64705368929394e-05,0.155126174957489,0.609505494856702,-10115.3703187192
"52.5%",0.0439682978351519,0.0048532222486691,1.78603421898447e-05,0.156064495943275,0.609675360938551,-10115.2718916727
"55%",0.0439784205413187,0.00486375011295754,1.92570557313778e-05,0.156935846034862,0.60984983302924,-10115.1726679311
"57.5%",0.0439891760502029,0.00487649734076988,2.06331205962697e-05,0.157810673424575,0.610039380391331,-10115.0784077717
"60%",0.0440000117896187,0.00488722157667515,2.21062246159843e-05,0.158704685421939,0.610257128717416,-10114.983438086
"62.5%",0.0440107443839889,0.00489919876108675,2.35984308471895e-05,0.159703414158036,0.610456766303263,-10114.8901110167
"65%",0.0440206174765526,0.00491033107358079,2.57646881202737e-05,0.160621723819961,0.610626192624071,-10114.801346148
"67.5%",0.0440325496144367,0.00492229947557255,2.79390431727674e-05,0.161544924483391,0.610819175323009,-10114.7071814044
"70%",0.0440435968977215,0.00493344519287968,2.97602086278539e-05,0.162614643951069,0.611004066430321,-10114.6139216132
"72.5%",0.0440574941734109,0.00494669446068356,3.17228346955397e-05,0.16389383441174,0.61121092986141,-10114.5206311118
"75%",0.0440700960755993,0.00496101797006089,3.41591259753423e-05,0.165159236973812,0.611419172243557,-10114.4287303224
"77.5%",0.0440840781022341,0.00497559627665261,3.65577365564687e-05,0.166394781672778,0.611659952304753,-10114.3320337449
"80%",0.0441013148960303,0.00499127641409755,3.900148767565e-05,0.167819666341022,0.611881084130915,-10114.2337993849
"82.5%",0.0441168083129311,0.00500592807018977,4.26019139110806e-05,0.169327827334442,0.612133678935527,-10114.122253705
"85%",0.0441347761183553,0.0050229369222933,4.69094256945604e-05,0.17078466612418,0.612434155846564,-10114.0211123548
"87.5%",0.0441530458025462,0.00504330797726131,5.11685725560886e-05,0.172547751803982,0.612769415009582,-10113.9028237068
"90%",0.0441761940038232,0.00506502123578906,5.61453222843447e-05,0.174789090683944,0.613063964767437,-10113.7807365398
"92.5%",0.0442035981596397,0.00509325112020071,6.36865277690444e-05,0.177401277328057,0.613471542896884,-10113.635510482
"95%",0.0442383222024766,0.005137343138687,7.37034609067247e-05,0.180676887889592,0.614051139008672,-10113.4766555652
"97.5%",0.0442899113049637,0.00519384216829264,9.18750379985235e-05,0.185776428869907,0.614881272187752,-10113.2848022922
"100%",0.0445689373544127,0.00558158811106027,0.000238990777589966,0.228957849461429,0.619828275601758,-10112.7188659918
