pos	3pG>A
1	0.00906462527572775
2	0.00857202486090821
3	0.00651919883556449
4	0.00773543862281064
5	0.00858859857242884
6	0.0110678231769088
7	0.0121119104412366
8	0.0132217736502966
9	0.0119292837291856
10	0.0111153536124899
11	0.011387331825549
12	0.0111691871675146
13	0.0107634496786719
14	0.0114276381792305
15	0.0115530303030303
16	0.0118518171380369
17	0.0122179930156501
18	0.0120815050790407
19	0.0117612644403997
20	0.0119160862524187
21	0.0123821055610453
22	0.0120982312554848
23	0.0121002552360934
24	0.0122867526214671
25	0.0128109888569626
