"","Position","C.T","G.A"
"1",1,0.171970362504871,0.230710348424572
"2",2,0.20290502307231,0.236811796729961
"3",3,0.218998395049,0.249643646664431
"4",4,0.232169270126573,0.260131986568955
"5",5,0.250026091084417,0.262190389454966
"6",6,0.268614504240668,0.25982993978989
"7",7,0.283132177443162,0.258365505498029
"8",8,0.291083049711769,0.261338241080169
"9",9,0.292767646130529,0.269078517567104
"10",10,0.290437190667093,0.27935991605797
"11",11,0.288261770607804,0.28803216470118
"12",12,0.288555074668618,0.293142835793098
"13",-12,0.289105924146709,0.292606529787208
"14",-11,0.28729348782588,0.288983744173167
"15",-10,0.28261029119108,0.28713853189841
"16",-9,0.274817264470119,0.287039738770638
"17",-8,0.266387138497689,0.286000994701765
"18",-7,0.260533604579257,0.280759039729518
"19",-6,0.257534704307811,0.270676563776227
"20",-5,0.254979583024079,0.257407128578881
"21",-4,0.25079886360737,0.242252742579744
"22",-3,0.239441816054728,0.230063195710437
"23",-2,0.221560684706985,0.219167891593808
"24",-1,0.202049318595144,0.20323209808897
