"","Position","C.T","G.A"
"1",1,0.679174792574594,0.408110733902934
"2",2,0.645197231692359,0.384061397185173
"3",3,0.617377448478062,0.388380467821346
"4",4,0.595317331067636,0.402809029273619
"5",5,0.576632855497887,0.42144578305328
"6",6,0.558602342089684,0.442920476953001
"7",7,0.539542145354416,0.465907173909982
"8",8,0.524866955093813,0.481960378708063
"9",9,0.52460413791817,0.481116649273913
"10",10,0.531118479548934,0.472614980121557
"11",11,0.544886611934968,0.453965692016005
"12",12,0.560018839972035,0.430624890954335
"13",-12,0.477982174645706,0.525630838397863
"14",-11,0.480403765007171,0.5237924327402
"15",-10,0.482806378181897,0.522066700777166
"16",-9,0.485186403023819,0.520573682934934
"17",-8,0.487732618450067,0.51937006977097
"18",-7,0.483481768369449,0.524819075954444
"19",-6,0.476051126145887,0.534146417707518
"20",-5,0.464409446596564,0.548704156289476
"21",-4,0.450018489220888,0.568484229407233
"22",-3,0.439637530807006,0.592067738759871
"23",-2,0.45505927673114,0.614198088538778
"24",-1,0.511905908303587,0.63523139632254
