pos	3pG>A
1	0.0222951295111385
2	0.0313062688872624
3	0.0183993642865251
4	0.0195270204332006
5	0.0191195501282323
6	0.0205687600816334
7	0.0216464707326326
8	0.019238494317063
9	0.0188885920384718
10	0.0204415927213162
11	0.0200856908444498
12	0.0192535545023697
13	0.0224966230627044
14	0.0195866681762365
15	0.0186247095258345
16	0.0183376224416928
17	0.0225013082155939
18	0.020045607660573
19	0.0174835730776061
20	0.0182069280085143
21	0.0202425394764301
22	0.0208333333333333
23	0.0232485901659426
24	0.0260284959426307
25	0.0265560338553039
