"","Position","C.T","G.A"
"1",1,0.0614871453668853,0.0839399873765905
"2",2,0.0754179988046228,0.0851305631118822
"3",3,0.0828575600192633,0.0901214535750575
"4",4,0.0887635300793999,0.0946308811516934
"5",5,0.0952108759208606,0.0969718325229924
"6",6,0.10022332550118,0.0993418418808852
"7",7,0.103884309595869,0.101896645524449
"8",8,0.106032598753072,0.10498694261215
"9",9,0.108018493773157,0.107432133566359
"10",10,0.109605823024963,0.109593439063309
"11",11,0.111912354458898,0.110475483158201
"12",12,0.115451659539038,0.109646355782541
"13",-12,0.110268548318532,0.114758122556338
"14",-11,0.112375266377938,0.110017668018718
"15",-10,0.113416261661534,0.105808740897013
"16",-9,0.112780867571722,0.102685740356987
"17",-8,0.109982136144497,0.101053889736849
"18",-7,0.105084559155842,0.100706246510276
"19",-6,0.0997234583758045,0.0998345192075966
"20",-5,0.0950249403972932,0.0971541495157792
"21",-4,0.0903780924810214,0.0930558090014976
"22",-3,0.0836046441100363,0.0893961967838041
"23",-2,0.0752080771219368,0.0853328724928702
"24",-1,0.0674890676523764,0.078237562157891
