pos	5pC>T
1	0.00543979770274335
2	0.0117605942879436
3	0.00776717764403652
4	0.00939497245926794
5	0.00967819609609843
6	0.0140407635069557
7	0.0160604701033436
8	0.0140767928527734
9	0.0148045548193107
10	0.0153554805147394
11	0.0125261103311304
12	0.0133649302046057
13	0.0132767635805598
14	0.0138511180938156
15	0.0132429892120141
16	0.0154719073960837
17	0.0160569673275621
18	0.0150976532071891
19	0.0135371795777134
20	0.0145251793451239
21	0.0143337992412357
22	0.014864429241735
23	0.0146078051718945
24	0.0155595236380917
25	0.0159122222142903
