pos	5pC>T
1	0.00485773768216516
2	0.0146699266503667
3	0.0094017094017094
4	0.0136518771331058
5	0.00705882352941176
6	0.0172872340425532
7	0.0163220892274211
8	0.0055005500550055
9	0.0176795580110497
10	0.0124688279301746
11	0.0212089077412513
12	0.0143003064351379
13	0.0172228202368138
14	0.015527950310559
15	0.00722394220846233
16	0.0166112956810631
17	0.0148911798396334
18	0.0232300884955752
19	0.0104895104895105
20	0.00843881856540084
21	0.0100334448160535
22	0.00663716814159292
23	0.0147523709167545
24	0.0149942329873126
25	0.0167785234899329
