"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0503997563739644,0.0231126853410093,0.00202394192754886,0.051682388811824,0.492900924350333,-10318.8877687528
"Std.",0.000197469671667933,0.00147111837000174,0.00142184128082315,0.0120541842608744,0.00248434859383769,1.58497017542817
"Acceptance ratio",0.23054,0.25568,0.19258,0.22084,0.23186,0.71696
"0%",0.0496465197909188,0.0181287535829245,6.09288500621336e-07,0.0252043518755679,0.483237085194034,-10331.3149477651
"2.5%",0.0500170446583224,0.0199505548434453,6.48438548200205e-05,0.0348674747647723,0.488064399403037,-10322.8365361119
"5%",0.0500794383125733,0.0204644307823092,0.000165100110960894,0.0363849994184416,0.488894342704147,-10321.9458016323
"7.5%",0.050121009031441,0.020749501200029,0.000243420018442301,0.0376876507924823,0.489294655960997,-10321.3995788272
"10%",0.0501470835118572,0.0209947228980923,0.000344687575534382,0.038735819800178,0.489667157805426,-10321.014357287
"12.5%",0.0501725874228418,0.0212079394320699,0.000446385956891417,0.0396508254738055,0.490006308431437,-10320.7015921
"15%",0.0501927835981691,0.0214223898943011,0.000532999987635682,0.0405497632882174,0.490288513030505,-10320.4395326274
"17.5%",0.0502127085252838,0.0216065399128301,0.000632143422489866,0.0412678654087429,0.490554340298704,-10320.224623011
"20%",0.0502325773745016,0.0217897555543068,0.000712193016308583,0.0420295558480485,0.49082432603153,-10320.0338723757
"22.5%",0.0502490548556386,0.0219689946680243,0.000797846490951011,0.0426613005801969,0.491019952431421,-10319.8514214068
"25%",0.0502652500682093,0.0221400635609141,0.000892080799045753,0.0432505575292565,0.491208161622954,-10319.6900616671
"27.5%",0.0502797542406682,0.0222981493741673,0.000976215520173693,0.0438944161111797,0.491416529721172,-10319.5552518399
"30%",0.0502937763876857,0.0224461853208355,0.0010667523194449,0.044464267803765,0.491610749503287,-10319.4200613279
"32.5%",0.050309347300122,0.02257871389529,0.0011608474410858,0.0450213162702112,0.491781385849709,-10319.2942895696
"35%",0.050321901046026,0.0226970493587706,0.00124779277959119,0.0456296300539879,0.491975412362502,-10319.1758668231
"37.5%",0.0503359880116688,0.0228156066191713,0.00132945909670843,0.0461853638413287,0.49213580593977,-10319.0614410847
"40%",0.0503503496352126,0.0229234057313377,0.00142467437762097,0.0467630944456997,0.492299662855301,-10318.9570385332
"42.5%",0.0503623137299196,0.0230295777897707,0.00150895374085239,0.0474392916889532,0.492451998207551,-10318.850478075
"45%",0.0503741503746442,0.0231378061252327,0.00159614494045546,0.0480444766622916,0.492597771614315,-10318.7518977358
"47.5%",0.05038677581252,0.023230244237537,0.00168780785984969,0.048627633595534,0.492739821375511,-10318.6577074076
"50%",0.0503995725303002,0.0233129940962565,0.00176976470146593,0.049328145133841,0.492904832828637,-10318.5680723771
"52.5%",0.0504128971884915,0.0233826442468723,0.00185953525908102,0.0498773499786786,0.493067487690433,-10318.4828834445
"55%",0.0504242680414261,0.0234804889983511,0.00196163295821007,0.0506014889687642,0.493208022695226,-10318.3928875435
"57.5%",0.0504366499800625,0.0235685208992009,0.00204695655485891,0.051217003577563,0.493375849453253,-10318.3094690393
"60%",0.0504496971444007,0.0236649908557534,0.00214581259641169,0.0520160890138732,0.493534647940929,-10318.2258110197
"62.5%",0.0504632379138022,0.0237716780177536,0.00226176725247408,0.0528061227273903,0.493707765421409,-10318.1476388226
"65%",0.0504771036768426,0.0238632363727375,0.00238137730384301,0.0535330361972158,0.493871818554971,-10318.0651249414
"67.5%",0.0504896683415076,0.0239551855649533,0.00250369345148124,0.0545854455260927,0.494025407952178,-10317.9850127462
"70%",0.0505014812649499,0.0240515986396696,0.00264019891211415,0.0555522657832199,0.494220674201983,-10317.8979646969
"72.5%",0.0505151332979431,0.0241419233331919,0.00277959844783041,0.0566759522726549,0.494409814654138,-10317.8171607846
"75%",0.0505305552150953,0.0242288498964479,0.00291144602545113,0.0578957691494046,0.49457230174953,-10317.7301108104
"77.5%",0.0505480380817261,0.0243183770133977,0.00310121189342198,0.059082199526004,0.494774053019331,-10317.6492461234
"80%",0.050563756109821,0.0244120184920754,0.00326064840529072,0.0603811777713727,0.494998545264489,-10317.5623816958
"82.5%",0.0505815601034111,0.0245125635134272,0.00344189193536872,0.0618652636862366,0.4952562421434,-10317.4727214488
"85%",0.0506021326812178,0.0246084924215009,0.00360617971747113,0.0636073962025764,0.495486281381834,-10317.3769832854
"87.5%",0.0506285512242473,0.0247178828062767,0.00384820465098604,0.0656747801997982,0.495760640959798,-10317.2817646868
"90%",0.0506555048222382,0.0248337077653607,0.00409019387646808,0.067859763748653,0.496073634754766,-10317.1774346333
"92.5%",0.0506847901348852,0.0250005060946574,0.00437237185668411,0.0709013573637316,0.496409959919851,-10317.0636260266
"95%",0.0507245700215771,0.0252175334076444,0.00471864644542263,0.0751696888284571,0.496924289965501,-10316.9363988884
"97.5%",0.0507955423774774,0.025498661826061,0.00529562086434216,0.0807587264220354,0.497703862014653,-10316.7770556975
"100%",0.0511440179805252,0.026732008425815,0.00753784228097506,0.129668147647446,0.502659444785106,-10316.2245489082
