"","Position","C.T","G.A"
"1",1,0.145678136631736,0.185661504839068
"2",2,0.16489027452455,0.197079256562487
"3",3,0.177223707766664,0.209549214538897
"4",4,0.191068996960474,0.216481783755209
"5",5,0.208845534127973,0.21619720946323
"6",6,0.224047580253671,0.215237908009197
"7",7,0.234469907221097,0.216529164656562
"8",8,0.240116129145039,0.220738346292481
"9",9,0.242779883350649,0.226411369347917
"10",10,0.243299392994439,0.23292051646487
"11",11,0.242593991435094,0.239503820848268
"12",12,0.242082602339238,0.244919884791924
"13",-12,0.247019017919357,0.240031910548987
"14",-11,0.244084980811529,0.238017713747911
"15",-10,0.241035944692558,0.235197455297665
"16",-9,0.236421702909231,0.232838116730644
"17",-8,0.229311054295474,0.231617593208534
"18",-7,0.220899198326542,0.23004583849578
"19",-6,0.215115272577608,0.224032954453633
"20",-5,0.211836774679417,0.213284271416978
"21",-4,0.208017340141534,0.200155550144519
"22",-3,0.198670425569702,0.189014612978438
"23",-2,0.183717318587959,0.179154126425161
"24",-1,0.168012111013902,0.164611598422488
