pos	3pG>A
1	0.00913158832613947
2	0.00976818587087638
3	0.00750870864755976
4	0.00869622887081665
5	0.00921017728939003
6	0.0133384968116988
7	0.0142161927935735
8	0.0128020268178634
9	0.0130243248419843
10	0.0125564439289117
11	0.0130968600298055
12	0.0129841815847484
13	0.0136429914665302
14	0.0130297717526401
15	0.0136481678972948
16	0.0133861803858879
17	0.0141983460999248
18	0.0141086282824988
19	0.0133982407246827
20	0.0136340938300711
21	0.0139289578074288
22	0.0141040243757016
23	0.0135833985259604
24	0.0143011366201866
25	0.0140610515435162
